Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 270.7460, Temp: 52
[001] Power: 270.5680, Temp: 52
[002] Power: 270.5680, Temp: 52
[003] Power: 270.5680, Temp: 52
[004] Power: 270.5680, Temp: 52
[005] Power: 270.5680, Temp: 52
[006] Power: 270.5680, Temp: 52
[007] Power: 270.5680, Temp: 52
[008] Power: 270.7460, Temp: 52
[009] Power: 270.5680, Temp: 52
[010] Power: 270.5680, Temp: 52
[011] Power: 270.7460, Temp: 52
[012] Power: 270.7460, Temp: 52
[013] Power: 270.5680, Temp: 52
[014] Power: 270.5680, Temp: 52
[015] Power: 270.5680, Temp: 52
[016] Power: 270.5680, Temp: 52
[017] Power: 270.7460, Temp: 52
[018] Power: 270.5680, Temp: 52
[019] Power: 270.7460, Temp: 52
[020] Power: 270.5680, Temp: 52
[021] Power: 270.0820, Temp: 52
[022] Power: 270.0820, Temp: 52
[023] Power: 270.5680, Temp: 52
[024] Power: 270.5680, Temp: 52
[025] Power: 270.0820, Temp: 52
[026] Power: 270.5680, Temp: 52
[027] Power: 270.7460, Temp: 52
[028] Power: 270.2600, Temp: 52
[029] Power: 270.0820, Temp: 52
[030] Power: 270.0820, Temp: 52
[031] Power: 270.5680, Temp: 52
[032] Power: 270.7460, Temp: 52
[033] Power: 270.5680, Temp: 52
[034] Power: 270.2600, Temp: 52
[035] Power: 270.7460, Temp: 52
[036] Power: 270.5680, Temp: 52
[037] Power: 270.5680, Temp: 52
[038] Power: 270.0820, Temp: 52
[039] Power: 270.7460, Temp: 52
[040] Power: 270.5680, Temp: 52
[041] Power: 270.5680, Temp: 52
[042] Power: 270.0820, Temp: 52
[043] Power: 270.7460, Temp: 52
[044] Power: 270.2600, Temp: 52
[045] Power: 270.7460, Temp: 52
[046] Power: 270.0820, Temp: 52
[047] Power: 270.7460, Temp: 52
[048] Power: 270.7460, Temp: 52
[049] Power: 270.2600, Temp: 52
[050] Power: 270.5680, Temp: 52
[051] Power: 270.0820, Temp: 52
[052] Power: 270.5680, Temp: 52
[053] Power: 270.5680, Temp: 52
[054] Power: 270.7460, Temp: 52
[055] Power: 270.7460, Temp: 52
[056] Power: 270.0820, Temp: 52
[057] Power: 270.5680, Temp: 52
[058] Power: 270.0820, Temp: 52
[059] Power: 270.2600, Temp: 52
[060] Power: 270.7460, Temp: 52
[061] Power: 270.2600, Temp: 52
[062] Power: 270.5680, Temp: 52
[063] Power: 270.5680, Temp: 52
[064] Power: 270.7460, Temp: 52
[065] Power: 270.0820, Temp: 52
[066] Power: 270.5680, Temp: 52
[067] Power: 270.5680, Temp: 52
[068] Power: 270.5680, Temp: 52
[069] Power: 270.0820, Temp: 52
[070] Power: 270.7460, Temp: 52
[071] Power: 270.0820, Temp: 52
[072] Power: 270.5680, Temp: 52
[073] Power: 270.7460, Temp: 52
[074] Power: 270.5680, Temp: 52
[075] Power: 270.5680, Temp: 52
[076] Power: 270.7460, Temp: 52
[077] Power: 270.5680, Temp: 52
[078] Power: 270.5680, Temp: 52
[079] Power: 270.7460, Temp: 52
[080] Power: 270.5680, Temp: 52
[081] Power: 270.5680, Temp: 52
[082] Power: 270.5680, Temp: 52
[083] Power: 270.7460, Temp: 52
[084] Power: 270.2600, Temp: 52
[085] Power: 270.7460, Temp: 52
[086] Power: 270.7460, Temp: 52
[087] Power: 270.7460, Temp: 52
[088] Power: 270.5680, Temp: 52
[089] Power: 270.7460, Temp: 52
[090] Power: 270.5680, Temp: 52
[091] Power: 270.7460, Temp: 52
[092] Power: 270.7460, Temp: 52
[093] Power: 270.5680, Temp: 52
[094] Power: 270.0820, Temp: 52
[095] Power: 270.5680, Temp: 52
[096] Power: 270.5680, Temp: 52
