Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 190.0700, Temp: 44
[001] Power: 190.0700, Temp: 44
[002] Power: 189.9450, Temp: 44
[003] Power: 190.0700, Temp: 44
[004] Power: 189.5830, Temp: 44
[005] Power: 190.0700, Temp: 44
[006] Power: 190.0700, Temp: 44
[007] Power: 190.0700, Temp: 44
[008] Power: 189.9450, Temp: 44
[009] Power: 190.0700, Temp: 44
[010] Power: 190.0700, Temp: 44
[011] Power: 190.0700, Temp: 44
[012] Power: 189.5830, Temp: 44
[013] Power: 189.5830, Temp: 44
[014] Power: 189.9450, Temp: 44
[015] Power: 190.0700, Temp: 44
[016] Power: 190.0700, Temp: 44
[017] Power: 190.0700, Temp: 44
[018] Power: 189.9450, Temp: 44
[019] Power: 190.0700, Temp: 44
[020] Power: 190.0700, Temp: 44
[021] Power: 189.9450, Temp: 44
[022] Power: 190.0700, Temp: 44
[023] Power: 190.0700, Temp: 44
[024] Power: 190.0700, Temp: 44
[025] Power: 190.0700, Temp: 44
[026] Power: 190.0700, Temp: 44
[027] Power: 190.0700, Temp: 44
[028] Power: 190.0700, Temp: 44
[029] Power: 189.5830, Temp: 44
[030] Power: 190.0700, Temp: 44
[031] Power: 190.0700, Temp: 44
[032] Power: 190.0700, Temp: 44
[033] Power: 190.0700, Temp: 44
[034] Power: 190.0700, Temp: 44
[035] Power: 190.0700, Temp: 44
[036] Power: 190.0700, Temp: 44
[037] Power: 190.0700, Temp: 44
[038] Power: 189.5830, Temp: 44
[039] Power: 190.0700, Temp: 44
[040] Power: 190.0700, Temp: 44
[041] Power: 189.9450, Temp: 44
[042] Power: 190.0700, Temp: 44
[043] Power: 190.0700, Temp: 44
[044] Power: 189.5830, Temp: 44
[045] Power: 190.0700, Temp: 44
[046] Power: 190.0700, Temp: 44
[047] Power: 190.0700, Temp: 44
[048] Power: 189.5830, Temp: 44
[049] Power: 190.0700, Temp: 44
[050] Power: 190.0700, Temp: 44
[051] Power: 190.0700, Temp: 44
[052] Power: 190.0700, Temp: 44
[053] Power: 190.0700, Temp: 44
[054] Power: 190.0700, Temp: 44
[055] Power: 190.0700, Temp: 44
[056] Power: 189.5830, Temp: 44
[057] Power: 190.0700, Temp: 44
[058] Power: 190.0700, Temp: 44
[059] Power: 190.0700, Temp: 44
[060] Power: 190.0700, Temp: 44
[061] Power: 190.0700, Temp: 44
[062] Power: 190.0700, Temp: 44
[063] Power: 190.0700, Temp: 44
[064] Power: 190.0700, Temp: 44
[065] Power: 190.0700, Temp: 44
[066] Power: 190.0700, Temp: 44
[067] Power: 190.0700, Temp: 44
[068] Power: 189.5830, Temp: 44
[069] Power: 190.0700, Temp: 44
[070] Power: 190.0700, Temp: 44
[071] Power: 190.0700, Temp: 44
[072] Power: 190.0700, Temp: 44
[073] Power: 190.0700, Temp: 44
[074] Power: 189.5830, Temp: 44
[075] Power: 190.0700, Temp: 44
[076] Power: 189.5830, Temp: 44
[077] Power: 190.0700, Temp: 44
[078] Power: 190.0700, Temp: 44
[079] Power: 190.0700, Temp: 44
[080] Power: 189.9450, Temp: 44
[081] Power: 190.0700, Temp: 44
[082] Power: 190.0700, Temp: 44
[083] Power: 190.0700, Temp: 44
[084] Power: 190.0700, Temp: 44
[085] Power: 190.0700, Temp: 44
[086] Power: 190.0700, Temp: 44
[087] Power: 190.0700, Temp: 44
[088] Power: 190.0700, Temp: 44
[089] Power: 189.9450, Temp: 44
[090] Power: 189.9450, Temp: 44
[091] Power: 190.0700, Temp: 44
[092] Power: 190.0700, Temp: 44
[093] Power: 190.0700, Temp: 44
[094] Power: 189.5830, Temp: 44
[095] Power: 190.0700, Temp: 44
[096] Power: 190.0700, Temp: 44
[097] Power: 190.0700, Temp: 44
[098] Power: 189.9450, Temp: 44
[099] Power: 190.0700, Temp: 44
[100] Power: 190.0700, Temp: 44
[101] Power: 190.0700, Temp: 44
[102] Power: 190.0700, Temp: 44
[103] Power: 190.0700, Temp: 44
[104] Power: 190.0700, Temp: 44
[105] Power: 190.0700, Temp: 44
[106] Power: 190.0700, Temp: 44
[107] Power: 190.0700, Temp: 44
[108] Power: 190.0700, Temp: 44
[109] Power: 190.0700, Temp: 44
[110] Power: 189.5830, Temp: 44
[111] Power: 189.5830, Temp: 44
[112] Power: 190.0700, Temp: 44
[113] Power: 190.0700, Temp: 44
[114] Power: 190.0700, Temp: 44
[115] Power: 190.0700, Temp: 44
[116] Power: 189.9450, Temp: 44
[117] Power: 190.0700, Temp: 44
[118] Power: 190.0700, Temp: 44
[119] Power: 190.0700, Temp: 44
[120] Power: 190.0700, Temp: 44
[121] Power: 190.0700, Temp: 44
[122] Power: 190.0700, Temp: 44
[123] Power: 190.5570, Temp: 44
[124] Power: 190.0700, Temp: 44
[125] Power: 190.0700, Temp: 44
[126] Power: 190.0700, Temp: 44
[127] Power: 190.0700, Temp: 44
[128] Power: 190.0700, Temp: 44
[129] Power: 190.0700, Temp: 44
[130] Power: 190.0700, Temp: 44
[131] Power: 190.0700, Temp: 44
[132] Power: 190.0700, Temp: 44
[133] Power: 190.0700, Temp: 44
[134] Power: 190.0700, Temp: 44
[135] Power: 190.0700, Temp: 44
[136] Power: 190.0700, Temp: 44
[137] Power: 190.0700, Temp: 44
[138] Power: 190.0700, Temp: 44
[139] Power: 190.0700, Temp: 44
[140] Power: 190.0700, Temp: 44
[141] Power: 190.0700, Temp: 44
[142] Power: 190.0700, Temp: 44
[143] Power: 190.0700, Temp: 44
[144] Power: 190.0700, Temp: 44
[145] Power: 190.0700, Temp: 44
[146] Power: 190.0700, Temp: 44
[147] Power: 190.0700, Temp: 44
[148] Power: 190.0700, Temp: 44
[149] Power: 190.0700, Temp: 44
[150] Power: 190.0700, Temp: 44
[151] Power: 189.9450, Temp: 44
[152] Power: 189.5830, Temp: 44
[153] Power: 189.9450, Temp: 44
[154] Power: 189.9450, Temp: 44
[155] Power: 190.0700, Temp: 44
[156] Power: 190.0700, Temp: 44
[157] Power: 190.0700, Temp: 44
[158] Power: 190.0700, Temp: 44
[159] Power: 190.0700, Temp: 44
[160] Power: 190.0700, Temp: 44
[161] Power: 190.0700, Temp: 44
[162] Power: 190.0700, Temp: 44
[163] Power: 190.0700, Temp: 44
[164] Power: 190.0700, Temp: 44
[165] Power: 189.5830, Temp: 44
[166] Power: 190.0700, Temp: 44
[167] Power: 190.0700, Temp: 44
[168] Power: 190.0700, Temp: 44
[169] Power: 190.0700, Temp: 44
[170] Power: 189.9450, Temp: 44
[171] Power: 190.0700, Temp: 44
[172] Power: 190.0700, Temp: 44
[173] Power: 190.0700, Temp: 44
[174] Power: 190.5570, Temp: 44
[175] Power: 190.0700, Temp: 44
[176] Power: 190.0700, Temp: 44
[177] Power: 190.0700, Temp: 44
[178] Power: 189.5830, Temp: 44
[179] Power: 190.0700, Temp: 44
[180] Power: 190.0700, Temp: 44
[181] Power: 189.9450, Temp: 44
[182] Power: 190.0700, Temp: 44
[183] Power: 190.0700, Temp: 44
[184] Power: 190.0700, Temp: 44
[185] Power: 190.0700, Temp: 44
[186] Power: 190.0700, Temp: 44
[187] Power: 189.9450, Temp: 44
[188] Power: 190.0700, Temp: 44
[189] Power: 189.9450, Temp: 44
[190] Power: 190.0700, Temp: 44
[191] Power: 190.0700, Temp: 44
[192] Power: 189.5830, Temp: 44
[193] Power: 190.0700, Temp: 44
[194] Power: 190.4320, Temp: 44
[195] Power: 190.0700, Temp: 44
[196] Power: 190.0700, Temp: 44
[197] Power: 189.9450, Temp: 44
[198] Power: 190.0700, Temp: 44
[199] Power: 190.0700, Temp: 44
[200] Power: 190.0700, Temp: 44
[201] Power: 190.0700, Temp: 44
[202] Power: 190.0700, Temp: 44
[203] Power: 190.0700, Temp: 44
[204] Power: 190.0700, Temp: 44
[205] Power: 190.0700, Temp: 44
[206] Power: 190.0700, Temp: 44
[207] Power: 190.0700, Temp: 44
[208] Power: 190.0700, Temp: 44
[209] Power: 190.0700, Temp: 44
[210] Power: 190.0700, Temp: 44
[211] Power: 190.0700, Temp: 44
[212] Power: 189.9450, Temp: 44
[213] Power: 190.0700, Temp: 44
[214] Power: 190.0700, Temp: 44
[215] Power: 190.0700, Temp: 44
[216] Power: 190.0700, Temp: 44
[217] Power: 190.0700, Temp: 44
[218] Power: 190.0700, Temp: 44
[219] Power: 190.0700, Temp: 44
[220] Power: 190.0700, Temp: 44
[221] Power: 190.0700, Temp: 44
[222] Power: 189.9450, Temp: 44
[223] Power: 190.0700, Temp: 44
[224] Power: 190.0700, Temp: 44
[225] Power: 190.0700, Temp: 44
[226] Power: 190.5570, Temp: 44
[227] Power: 190.5570, Temp: 44
[228] Power: 190.0700, Temp: 44
[229] Power: 190.0700, Temp: 44
[230] Power: 190.0700, Temp: 44
[231] Power: 190.0700, Temp: 44
[232] Power: 190.0700, Temp: 44
[233] Power: 190.0700, Temp: 44
[234] Power: 190.0700, Temp: 44
[235] Power: 190.0700, Temp: 44
[236] Power: 190.0700, Temp: 44
[237] Power: 190.0700, Temp: 44
[238] Power: 190.5570, Temp: 44
[239] Power: 189.5830, Temp: 44
[240] Power: 190.0700, Temp: 44
[241] Power: 190.0700, Temp: 44
[242] Power: 189.5830, Temp: 44
[243] Power: 190.0700, Temp: 44
[244] Power: 190.0700, Temp: 44
[245] Power: 190.0700, Temp: 44
[246] Power: 190.0700, Temp: 44
[247] Power: 189.9450, Temp: 44
[248] Power: 190.0700, Temp: 44
[249] Power: 190.4320, Temp: 44
[250] Power: 189.5830, Temp: 44
[251] Power: 190.0700, Temp: 44
[252] Power: 190.0700, Temp: 44
[253] Power: 190.0700, Temp: 44
[254] Power: 190.0700, Temp: 44
[255] Power: 190.0700, Temp: 44
[256] Power: 190.0700, Temp: 44
[257] Power: 190.0700, Temp: 44
[258] Power: 189.9450, Temp: 44
[259] Power: 190.0700, Temp: 44
[260] Power: 190.0700, Temp: 44
[261] Power: 190.0700, Temp: 44
[262] Power: 189.5830, Temp: 44
[263] Power: 190.0700, Temp: 44
